Time,Username,UserID,Voice Channel
11:15:50,Liam ¬ LTF,716047297636597782,Algo Trading
11:17:20,Liam ¬ LTF,716047297636597782,Algo Trading
11:18:50,Liam ¬ LTF,716047297636597782,Algo Trading
11:20:20,Liam ¬ LTF,716047297636597782,Algo Trading
11:21:50,Liam ¬ LTF,716047297636597782,Algo Trading
11:23:20,Liam ¬ LTF,716047297636597782,Algo Trading
11:24:50,Liam ¬ LTF,716047297636597782,Algo Trading
11:26:20,Liam ¬ LTF,716047297636597782,Algo Trading
11:27:50,Liam ¬ LTF,716047297636597782,Algo Trading
11:29:20,Liam ¬ LTF,716047297636597782,Algo Trading
11:30:50,Liam ¬ LTF,716047297636597782,Algo Trading
11:32:20,Liam ¬ LTF,716047297636597782,Algo Trading
11:33:50,Liam ¬ LTF,716047297636597782,Algo Trading
11:35:20,Liam ¬ LTF,716047297636597782,Algo Trading
11:36:50,Liam ¬ LTF,716047297636597782,Algo Trading
11:38:20,Liam ¬ LTF,716047297636597782,Algo Trading
11:39:50,Liam ¬ LTF,716047297636597782,Algo Trading
11:41:20,Liam ¬ LTF,716047297636597782,Algo Trading
11:42:50,Liam ¬ LTF,716047297636597782,Algo Trading
11:44:20,Liam ¬ LTF,716047297636597782,Algo Trading
11:45:50,Liam ¬ LTF,716047297636597782,Algo Trading
11:47:20,Liam ¬ LTF,716047297636597782,Algo Trading
11:47:20,24nico,135957433095815169,Algo Trading
11:48:50,Liam ¬ LTF,716047297636597782,Algo Trading
11:48:50,24nico,135957433095815169,Algo Trading
11:50:20,johann,396397812037713924,Algo Trading
11:50:20,Liam ¬ LTF,716047297636597782,Algo Trading
11:51:50,johann,396397812037713924,Algo Trading
11:51:50,Liam ¬ LTF,716047297636597782,Algo Trading
11:53:21,Liam ¬ LTF,716047297636597782,Algo Trading
11:54:51,Liam ¬ LTF,716047297636597782,Algo Trading
12:0:51,24nico,135957433095815169,Development
12:2:21,24nico,135957433095815169,Development
12:3:51,24nico,135957433095815169,Development
12:9:51,BK,708865402943438929,General Comms
13:15:51,BK,708865402943438929,Development
13:17:21,BK,708865402943438929,Development
13:18:51,BK,708865402943438929,Development
13:20:21,BK,708865402943438929,Development
13:21:51,BK,708865402943438929,Development
13:23:21,BK,708865402943438929,Development
13:24:51,BK,708865402943438929,Development
13:26:21,24nico,135957433095815169,Development
13:26:21,BK,708865402943438929,Development
13:27:51,24nico,135957433095815169,Development
13:27:51,BK,708865402943438929,Development
13:29:21,24nico,135957433095815169,Development
13:29:21,BK,708865402943438929,Development
13:30:51,Liam ¬ LTF,716047297636597782,Development
13:30:51,24nico,135957433095815169,Development
13:30:51,BK,708865402943438929,Development
13:32:21,Liam ¬ LTF,716047297636597782,Development
13:32:21,24nico,135957433095815169,Development
13:32:21,BK,708865402943438929,Development
13:33:51,Liam ¬ LTF,716047297636597782,Development
13:33:51,24nico,135957433095815169,Development
13:33:51,BK,708865402943438929,Development
13:35:21,Liam ¬ LTF,716047297636597782,Development
13:35:21,24nico,135957433095815169,Development
13:35:21,BK,708865402943438929,Development
13:36:51,Liam ¬ LTF,716047297636597782,Development
13:36:51,BK,708865402943438929,Development
14:6:52,BK,708865402943438929,Token Engineering
14:8:22,johann,396397812037713924,Token Engineering
14:8:22,BK,708865402943438929,Token Engineering
14:9:52,johann,396397812037713924,Token Engineering
14:9:52,BK,708865402943438929,Token Engineering
14:11:22,johann,396397812037713924,Token Engineering
14:11:22,BK,708865402943438929,Token Engineering
14:12:52,johann,396397812037713924,Token Engineering
14:12:52,BK,708865402943438929,Token Engineering
14:14:22,johann,396397812037713924,Token Engineering
14:14:22,BK,708865402943438929,Token Engineering
14:15:52,johann,396397812037713924,Token Engineering
14:15:52,BK,708865402943438929,Token Engineering
14:17:22,johann,396397812037713924,Token Engineering
14:17:22,BK,708865402943438929,Token Engineering
14:18:52,johann,396397812037713924,Token Engineering
14:18:52,BK,708865402943438929,Token Engineering
14:20:22,johann,396397812037713924,Token Engineering
14:20:22,BK,708865402943438929,Token Engineering
14:21:52,johann,396397812037713924,Token Engineering
14:21:52,BK,708865402943438929,Token Engineering
14:23:22,johann,396397812037713924,Token Engineering
14:23:22,BK,708865402943438929,Token Engineering
14:24:52,johann,396397812037713924,Token Engineering
14:24:52,BK,708865402943438929,Token Engineering
14:26:22,johann,396397812037713924,Token Engineering
14:26:22,BK,708865402943438929,Token Engineering
14:27:52,johann,396397812037713924,Token Engineering
14:27:52,BK,708865402943438929,Token Engineering
14:29:22,johann,396397812037713924,Token Engineering
14:29:22,BK,708865402943438929,Token Engineering
14:30:52,johann,396397812037713924,Token Engineering
14:30:52,BK,708865402943438929,Token Engineering
14:32:22,johann,396397812037713924,Token Engineering
14:32:22,BK,708865402943438929,Token Engineering
14:33:52,johann,396397812037713924,Token Engineering
14:33:52,BK,708865402943438929,Token Engineering
14:35:22,johann,396397812037713924,Token Engineering
14:35:22,BK,708865402943438929,Token Engineering
14:36:52,johann,396397812037713924,Token Engineering
14:36:52,BK,708865402943438929,Token Engineering
14:38:22,johann,396397812037713924,Token Engineering
14:38:22,BK,708865402943438929,Token Engineering
14:39:52,johann,396397812037713924,Token Engineering
14:39:52,BK,708865402943438929,Token Engineering
14:41:22,johann,396397812037713924,Token Engineering
14:41:22,BK,708865402943438929,Token Engineering
14:42:52,johann,396397812037713924,Token Engineering
14:42:52,BK,708865402943438929,Token Engineering
14:44:22,johann,396397812037713924,Token Engineering
14:44:22,BK,708865402943438929,Token Engineering
14:45:52,Liam ¬ LTF,716047297636597782,Linux Gaming
14:45:52,johann,396397812037713924,Token Engineering
14:45:52,BK,708865402943438929,Token Engineering
14:47:22,Liam ¬ LTF,716047297636597782,Linux Gaming
14:47:22,johann,396397812037713924,Token Engineering
14:47:22,BK,708865402943438929,Token Engineering
14:48:52,Liam ¬ LTF,716047297636597782,Linux Gaming
14:48:52,johann,396397812037713924,Token Engineering
14:48:52,BK,708865402943438929,Token Engineering
14:50:22,Liam ¬ LTF,716047297636597782,Linux Gaming
14:50:22,johann,396397812037713924,Token Engineering
14:50:22,BK,708865402943438929,Token Engineering
