Time,Username,UserID,Voice Channel
17:24:40,johann,396397812037713924,Algo Trading
17:26:10,johann,396397812037713924,Algo Trading
17:27:40,johann,396397812037713924,Algo Trading
17:29:10,johann,396397812037713924,Algo Trading
17:30:40,johann,396397812037713924,Algo Trading
17:32:10,johann,396397812037713924,Algo Trading
17:33:40,johann,396397812037713924,Algo Trading
17:35:10,johann,396397812037713924,Algo Trading
17:36:40,johann,396397812037713924,Algo Trading
17:38:10,johann,396397812037713924,Algo Trading
17:39:40,johann,396397812037713924,Algo Trading
17:41:10,johann,396397812037713924,Algo Trading
17:42:40,johann,396397812037713924,Algo Trading
17:44:10,johann,396397812037713924,Algo Trading
17:45:40,johann,396397812037713924,Algo Trading
