Time,Username,UserID,Voice Channel
9:45:1,Liam ¬ LTF,716047297636597782,Algo Trading
9:46:31,Liam ¬ LTF,716047297636597782,Algo Trading
9:48:1,Liam ¬ LTF,716047297636597782,Algo Trading
9:49:31,Liam ¬ LTF,716047297636597782,Algo Trading
9:49:31,🐙 octopus,699811072282066945,Algo Trading
9:51:1,Liam ¬ LTF,716047297636597782,Algo Trading
9:51:1,🐙 octopus,699811072282066945,Algo Trading
9:52:31,Liam ¬ LTF,716047297636597782,Algo Trading
9:52:31,🐙 octopus,699811072282066945,Algo Trading
9:54:1,Liam ¬ LTF,716047297636597782,Algo Trading
9:54:1,🐙 octopus,699811072282066945,Algo Trading
9:55:31,Liam ¬ LTF,716047297636597782,Algo Trading
9:55:31,🐙 octopus,699811072282066945,Algo Trading
9:57:1,Liam ¬ LTF,716047297636597782,Algo Trading
9:57:1,🐙 octopus,699811072282066945,Algo Trading
9:58:31,Liam ¬ LTF,716047297636597782,Algo Trading
9:58:31,🐙 octopus,699811072282066945,Algo Trading
10:0:1,Liam ¬ LTF,716047297636597782,Algo Trading
10:0:1,🐙 octopus,699811072282066945,Algo Trading
10:1:31,Liam ¬ LTF,716047297636597782,Algo Trading
10:1:31,🐙 octopus,699811072282066945,Algo Trading
10:3:1,Liam ¬ LTF,716047297636597782,Algo Trading
10:3:1,🐙 octopus,699811072282066945,Algo Trading
10:4:31,Liam ¬ LTF,716047297636597782,Algo Trading
10:4:31,🐙 octopus,699811072282066945,Algo Trading
10:6:1,Liam ¬ LTF,716047297636597782,Algo Trading
10:6:1,🐙 octopus,699811072282066945,Algo Trading
10:7:31,Liam ¬ LTF,716047297636597782,Algo Trading
10:7:31,🐙 octopus,699811072282066945,Algo Trading
10:9:1,Liam ¬ LTF,716047297636597782,Algo Trading
10:9:1,🐙 octopus,699811072282066945,Algo Trading
10:10:31,Liam ¬ LTF,716047297636597782,Algo Trading
10:10:31,🐙 octopus,699811072282066945,Algo Trading
10:12:1,Liam ¬ LTF,716047297636597782,Algo Trading
10:12:1,🐙 octopus,699811072282066945,Algo Trading
10:13:31,Liam ¬ LTF,716047297636597782,Algo Trading
10:13:31,🐙 octopus,699811072282066945,Algo Trading
10:15:1,Liam ¬ LTF,716047297636597782,Algo Trading
10:15:1,🐙 octopus,699811072282066945,Algo Trading
10:16:31,Liam ¬ LTF,716047297636597782,Algo Trading
10:16:31,🐙 octopus,699811072282066945,Algo Trading
10:18:1,Liam ¬ LTF,716047297636597782,Algo Trading
10:18:1,🐙 octopus,699811072282066945,Algo Trading
10:19:31,Liam ¬ LTF,716047297636597782,Algo Trading
10:19:31,🐙 octopus,699811072282066945,Algo Trading
10:21:1,Liam ¬ LTF,716047297636597782,Algo Trading
10:21:1,🐙 octopus,699811072282066945,Algo Trading
10:22:31,Liam ¬ LTF,716047297636597782,Algo Trading
10:22:31,🐙 octopus,699811072282066945,Algo Trading
10:24:1,Liam ¬ LTF,716047297636597782,Algo Trading
10:24:1,🐙 octopus,699811072282066945,Algo Trading
10:25:31,Liam ¬ LTF,716047297636597782,Algo Trading
10:25:31,🐙 octopus,699811072282066945,Algo Trading
10:27:1,Liam ¬ LTF,716047297636597782,Algo Trading
10:27:1,🐙 octopus,699811072282066945,Algo Trading
10:28:31,Liam ¬ LTF,716047297636597782,Algo Trading
10:28:31,🐙 octopus,699811072282066945,Algo Trading
10:30:1,Liam ¬ LTF,716047297636597782,Algo Trading
10:30:1,🐙 octopus,699811072282066945,Algo Trading
10:31:31,Liam ¬ LTF,716047297636597782,Algo Trading
10:31:31,🐙 octopus,699811072282066945,Algo Trading
10:33:1,Liam ¬ LTF,716047297636597782,Algo Trading
10:33:1,🐙 octopus,699811072282066945,Algo Trading
10:34:31,Liam ¬ LTF,716047297636597782,Algo Trading
10:34:31,🐙 octopus,699811072282066945,Algo Trading
