Time,Username,UserID,Voice Channel
7:57:0,Liam ¬ LTF,716047297636597782,Algo Trading
7:58:31,Liam ¬ LTF,716047297636597782,Algo Trading
8:0:1,Liam ¬ LTF,716047297636597782,Algo Trading
8:1:31,Liam ¬ LTF,716047297636597782,Algo Trading
8:3:1,Liam ¬ LTF,716047297636597782,Algo Trading
8:4:31,Liam ¬ LTF,716047297636597782,Algo Trading
8:6:1,Liam ¬ LTF,716047297636597782,Algo Trading
8:7:31,Liam ¬ LTF,716047297636597782,Algo Trading
8:9:1,Liam ¬ LTF,716047297636597782,Algo Trading
8:10:31,Liam ¬ LTF,716047297636597782,Algo Trading
8:12:1,Liam ¬ LTF,716047297636597782,Algo Trading
8:13:31,Liam ¬ LTF,716047297636597782,Algo Trading
8:15:1,Liam ¬ LTF,716047297636597782,Algo Trading
8:16:31,Liam ¬ LTF,716047297636597782,Algo Trading
8:18:1,Liam ¬ LTF,716047297636597782,Algo Trading
8:19:31,Liam ¬ LTF,716047297636597782,Algo Trading
8:21:1,Liam ¬ LTF,716047297636597782,Algo Trading
8:22:31,Liam ¬ LTF,716047297636597782,Algo Trading
8:24:1,Liam ¬ LTF,716047297636597782,Algo Trading
8:25:31,Liam ¬ LTF,716047297636597782,Algo Trading
8:27:1,Liam ¬ LTF,716047297636597782,Algo Trading
8:28:31,Liam ¬ LTF,716047297636597782,Algo Trading
8:30:1,Liam ¬ LTF,716047297636597782,Algo Trading
8:31:31,Liam ¬ LTF,716047297636597782,Algo Trading
8:33:1,Liam ¬ LTF,716047297636597782,Algo Trading
8:34:31,Liam ¬ LTF,716047297636597782,Algo Trading
8:36:1,Liam ¬ LTF,716047297636597782,Algo Trading
8:37:31,Liam ¬ LTF,716047297636597782,Algo Trading
8:39:1,Liam ¬ LTF,716047297636597782,Algo Trading
8:40:31,Liam ¬ LTF,716047297636597782,Algo Trading
8:42:1,Liam ¬ LTF,716047297636597782,Algo Trading
8:43:31,Liam ¬ LTF,716047297636597782,Algo Trading
8:45:1,Liam ¬ LTF,716047297636597782,Algo Trading
8:46:31,Liam ¬ LTF,716047297636597782,Algo Trading
8:48:1,Liam ¬ LTF,716047297636597782,Algo Trading
8:49:31,Liam ¬ LTF,716047297636597782,Algo Trading
8:51:1,Liam ¬ LTF,716047297636597782,Algo Trading
8:52:31,Liam ¬ LTF,716047297636597782,Algo Trading
8:54:1,Liam ¬ LTF,716047297636597782,Algo Trading
8:55:31,Liam ¬ LTF,716047297636597782,Algo Trading
8:57:1,Liam ¬ LTF,716047297636597782,Algo Trading
8:58:31,Liam ¬ LTF,716047297636597782,Algo Trading
12:1:33,Liam ¬ LTF,716047297636597782,General Comms
12:1:33,24nico,135957433095815169,General Comms
12:1:33,Aidan | LTF,686755249138302977,General Comms
12:1:33,heater,765317807952494634,General Comms
12:3:3,johann,396397812037713924,General Comms
12:3:3,Liam ¬ LTF,716047297636597782,General Comms
12:3:3,24nico,135957433095815169,General Comms
